,fish,cell_sugar,scp,greenhouse,seaweed,milk,meat,immediate_outdoor_crops_to_humans,new_stored_outdoor_crops_to_humans,stored_food
0,30.12326916582236,0.0,0.0,0.0,0.0,264.65594465917616,0.0,0.0,0.0,3188.519047619047
1,29.849421264041037,0.0,0.0,0.0,0.0,264.65594465917616,0.0,0.0,0.0,3188.7928753109277
2,29.575573362259707,0.0,0.0,0.0,0.0,264.65594465917616,0.0,0.0,0.0,3189.066757764078
3,29.30172546047839,0.0,0.0,0.0,0.0,264.65594465917616,0.0,1684.290974553685,0.0,1505.0496218066646
4,29.027877558697067,0.0,0.0,0.0,0.0,264.65594465917616,0.0,1684.5090143121283,0.0,1505.1053807584926
5,28.754029656915737,0.0,0.0,0.0,0.0,264.65594465917616,0.0,1684.7273801819388,0.0,1505.1608779242144
6,28.48018175814675,0.0,0.0,0.0,0.0,264.65594465917616,0.0,1684.9459723809532,0.0,1505.2161146456087
7,28.206333856365415,0.0,0.0,0.0,0.0,264.65594465917616,0.0,1685.1648937039754,0.0,1505.2710923044417
8,27.9324859545841,0.0,0.0,0.0,0.0,264.65594465917616,0.0,1685.3732124887476,0.0,1505.3365810795872
9,27.658638052802775,0.0,0.0,0.0,0.0,264.65594465917616,0.0,1685.563886945787,0.0,1505.4197701643498
10,27.384790151021445,0.0,0.0,0.0,0.0,263.197969938492,0.0,1687.2122252286426,0.0,1505.5032313724137
11,27.11094224924012,0.0,0.0,0.0,0.0,261.7667682203804,0.0,1460.6422352558616,228.1920094189275,1505.5862838487742
12,27.11094224924012,0.0,0.0,0.0,0.0,260.36184786828755,0.0,81.2383885229258,1608.9181220988735,1505.668910137049
13,26.508476865923676,0.0,0.0,0.0,0.0,258.9827262736541,0.0,80.24271297446074,1611.8109995976768,1505.7533319909498
14,25.90601148260723,0.0,0.0,0.0,0.0,245.61405671535908,0.0,79.24758731060649,1626.68025639654,1505.8503338800247
15,25.303546099290784,0.0,0.0,0.0,0.0,0.0,0.0,78.25085759627929,1873.824826294298,1505.918946301925
16,24.70108071597433,0.0,0.0,0.0,0.0,0.0,0.0,77.25051705239431,1875.427699766248,1505.918946301925
17,24.09861533265789,0.0,0.0,0.0,0.0,0.0,0.0,76.25017650850931,1877.0304719210749,1505.918946301925
18,23.496149949341444,0.0,0.0,0.0,0.0,0.0,0.0,75.24983596462435,1878.6332440759024,1505.918946301925
19,22.893684566024994,0.0,0.0,0.0,0.0,0.0,0.0,74.2494954207394,1880.2361175478522,1505.918946301925
20,22.291219182708545,0.0,0.0,0.0,0.0,0.0,0.0,73.2491548768544,1881.8388897026791,1505.918946301925
21,21.6887537993921,0.0,0.0,0.0,0.0,0.0,0.0,72.24881433296945,1883.4416618575067,1505.918946301925
22,21.08628841607565,0.0,0.0,0.0,0.0,0.0,0.0,71.24847378908447,1885.0445353294565,1505.918946301925
23,20.483823032759208,0.0,0.0,0.0,0.0,0.0,0.0,70.24813324519947,1886.6473074842838,1505.918946301925
24,20.483823032759208,0.0,0.0,0.0,0.0,0.0,0.0,69.24779270131451,1887.6476480281685,1505.918946301925
25,20.40166866312851,0.0,0.0,0.0,0.0,0.0,0.0,69.23957523376903,1887.7380336821375,1505.918946301925
26,20.31951429048548,0.0,0.0,0.0,0.0,0.0,0.0,69.23135776622348,1887.828419336107,1505.918946301925
27,20.23735992085478,0.0,0.0,0.0,0.0,0.0,0.0,69.22314029867798,1887.9188049900756,1505.918946301925
28,20.155205551224082,0.0,0.0,0.0,0.0,0.0,0.0,69.21492283113247,1888.009190644045,1505.918946301925
29,20.07305118159338,0.0,0.0,0.0,0.0,0.0,0.0,69.20670536358695,1888.0994749808908,1505.918946301925
30,19.990896808950353,0.0,0.0,0.0,0.0,0.0,0.0,69.19848789604144,1888.18986063486,1505.918946301925
31,19.908742439319656,0.0,0.0,0.0,0.0,0.0,0.0,69.19027042849594,1888.2802462888294,1505.918946301925
32,19.826588069688963,0.0,0.0,0.0,0.0,0.0,0.0,69.1820529609504,1888.370631942798,1505.918946301925
33,19.744433700058263,0.0,0.0,0.0,0.0,0.0,0.0,69.1738354934049,1888.4610175967673,1505.918946301925
34,19.66227932741523,0.0,0.0,0.0,0.0,0.0,0.0,69.16561802585937,1888.5514032507363,1505.918946301925
35,19.580124957784534,0.0,0.0,0.0,0.0,0.0,0.0,69.15740055831387,1888.6417889047052,1505.918946301925
36,19.580124957784534,0.0,0.0,0.0,0.0,0.0,0.0,69.14918309076836,1888.6500063722508,1505.918946301925
37,19.60750974766143,0.0,0.0,0.0,0.0,0.0,0.0,85.72649024668623,1872.0452422761095,1505.918946301925
38,19.63489453753833,0.0,0.0,0.0,0.0,0.0,0.0,102.30379740260408,1855.440579497092,1505.918946301925
39,19.66227932741523,0.0,0.0,0.0,0.0,0.0,0.0,118.88110455852194,1838.8359167180738,1505.918946301925
40,19.689664117292132,0.0,0.0,0.0,0.0,0.0,0.0,135.45841171443976,1822.2311526219332,1505.918946301925
41,19.717048907169033,0.0,0.0,0.0,0.0,0.0,0.0,152.03571887035764,1805.6264898429147,1505.918946301925
42,19.744433700058263,0.0,0.0,0.0,0.0,0.0,0.0,168.6130260262755,1789.0218270638966,1505.918946301925
43,19.771818489935157,0.0,0.0,0.0,0.0,0.0,0.0,185.19033318219334,1772.4171642848783,1505.918946301925
44,19.799203279812062,0.0,0.0,0.0,0.0,0.0,0.0,201.7676403381112,1755.8124001887375,1505.918946301925
